id,label
5.69885e+17_13343,negative
5.68482e+17_11146,neutral
5.68096e+17_6250,neutral
5.69224e+17_10528,negative
5.68447e+17_3431,negative
5.68809e+17_10872,negative
5.69872e+17_13399,neutral
5.68991e+17_10678,negative
5.68215e+17_3641,positive
5.68366e+17_8431,negative
5.69285e+17_5170,negative
5.70306e+17_11893,negative
5.6777e+17_8891,positive
5.6959e+17_4971,neutral
5.67761e+17_4239,negative
5.69621e+17_14400,negative
5.70038e+17_6911,negative
5.68153e+17_11388,negative
5.70013e+17_4565,negative
5.69497e+17_1979,negative
5.69946e+17_7059,neutral
5.70284e+17_11956,negative
5.69643e+17_9846,negative
5.69239e+17_7795,positive
5.68412e+17_8412,positive
5.70053e+17_4537,positive
5.67807e+17_8839,negative
5.69245e+17_211,negative
5.69926e+17_1105,neutral
5.69268e+17_7765,negative
5.67752e+17_6628,negative
5.68215e+17_11319,negative
5.70293e+17_4351,neutral
5.69526e+17_10132,negative
5.67775e+17_4208,positive
5.68282e+17_11254,negative
5.6988e+17_13373,negative
5.69125e+17_5415,negative
5.68085e+17_6276,positive
5.70005e+17_930,negative
5.68466e+17_3402,positive
5.70273e+17_569,negative
5.69545e+17_10079,negative
5.69671e+17_4874,negative
5.69707e+17_13829,negative
5.68161e+17_3737,positive
5.69338e+17_2153,negative
5.69721e+17_13760,negative
5.69973e+17_12964,negative
5.70087e+17_12616,negative
5.69682e+17_9755,positive
5.70179e+17_12459,negative
5.68133e+17_3777,negative
5.68458e+17_3417,negative
5.70253e+17_608,negative
5.70265e+17_12197,positive
5.67898e+17_3972,negative
5.6964e+17_1632,negative
5.6964e+17_1635,negative
5.69503e+17_1965,negative
5.69689e+17_13936,negative
5.69684e+17_9744,negative
5.70271e+17_18,positive
5.68877e+17_5599,neutral
5.69943e+17_9420,negative
5.6892e+17_271,neutral
5.68207e+17_3648,negative
5.70268e+17_12183,neutral
5.69519e+17_10155,negative
5.67753e+17_8916,negative
5.68545e+17_8267,positive
5.6971e+17_1460,negative
5.69878e+17_1223,negative
5.69623e+17_1693,negative
5.68214e+17_3642,negative
5.69195e+17_2455,negative
5.69847e+17_4770,negative
5.69245e+17_7786,negative
5.6927e+17_2302,negative
5.69495e+17_5047,neutral
5.6776e+17_6607,negative
5.67818e+17_4113,positive
5.69184e+17_2473,negative
5.69662e+17_14146,negative
5.68435e+17_8374,negative
5.70294e+17_529,negative
5.68862e+17_8021,neutral
5.69716e+17_1449,negative
5.69616e+17_141,positive
5.70201e+17_12402,positive
5.70175e+17_12476,neutral
5.70292e+17_6767,negative
5.69929e+17_84,negative
5.6789e+17_6388,positive
5.68617e+17_3171,negative
5.67812e+17_4129,negative
5.68889e+17_5570,neutral
5.69699e+17_13867,negative
5.69683e+17_13979,negative
5.69675e+17_14039,negative
5.69996e+17_948,positive
5.69238e+17_5240,negative
5.69099e+17_5423,negative
5.699e+17_13270,negative
5.69115e+17_2539,negative
5.69984e+17_9329,negative
5.68789e+17_8101,neutral
5.67905e+17_11592,negative
5.6824e+17_3601,neutral
5.67748e+17_6641,neutral
5.70033e+17_12764,negative
5.69242e+17_10510,negative
5.69994e+17_12875,neutral
5.68254e+17_8443,negative
5.68514e+17_11092,negative
5.696e+17_1756,negative
5.69665e+17_14112,negative
5.6774e+17_11816,neutral
5.68572e+17_8235,neutral
5.68814e+17_10864,negative
5.67829e+17_463,positive
5.7029e+17_12102,positive
5.68085e+17_6281,neutral
5.70014e+17_12809,negative
5.68391e+17_6056,positive
5.70075e+17_803,negative
5.70259e+17_12223,neutral
5.69663e+17_14132,negative
5.69865e+17_13435,negative
5.68896e+17_10766,negative
5.68383e+17_8426,neutral
5.67737e+17_11820,neutral
5.69816e+17_1332,negative
5.6989e+17_9530,negative
5.68038e+17_6349,positive
5.68479e+17_5931,positive
5.67643e+17_11878,neutral
5.68112e+17_3802,negative
5.69623e+17_9896,negative
5.68852e+17_2876,negative
5.69702e+17_13847,neutral
5.68872e+17_2844,positive
5.68751e+17_3067,negative
5.69802e+17_13607,negative
5.68217e+17_11315,negative
5.70036e+17_12753,neutral
5.7023e+17_646,negative
5.69467e+17_10240,negative
5.70069e+17_12667,neutral
5.6955e+17_5009,negative
5.69868e+17_1246,positive
5.68245e+17_395,positive
5.69658e+17_9806,neutral
5.68529e+17_5875,negative
5.69876e+17_1228,negative
5.69529e+17_7567,negative
5.68762e+17_8123,neutral
5.69643e+17_14272,negative
5.69685e+17_9743,neutral
5.69752e+17_13681,negative
5.69984e+17_12903,negative
5.69384e+17_5066,negative
5.68434e+17_3448,negative
5.68131e+17_6206,negative
5.69346e+17_7683,neutral
5.68541e+17_11069,neutral
5.68517e+17_352,neutral
5.68258e+17_11263,positive
5.69531e+17_5018,neutral
5.68288e+17_3533,negative
5.69338e+17_5110,negative
5.70126e+17_9143,negative
5.70026e+17_12781,neutral
5.68177e+17_6156,negative
5.68787e+17_5709,positive
5.69229e+17_5256,negative
5.69903e+17_13259,negative
5.69606e+17_14504,negative
5.69989e+17_4601,positive
5.6996e+17_4649,negative
5.69393e+17_10285,negative
5.70034e+17_40,positive
5.69586e+17_4980,positive
5.70311e+17_8966,negative
5.69985e+17_6963,neutral
5.68436e+17_8369,negative
5.69249e+17_2351,positive
5.68781e+17_10925,negative
5.68903e+17_2779,neutral
5.67853e+17_8777,negative
5.70003e+17_12837,negative
5.69683e+17_13978,neutral
5.67742e+17_8923,negative
5.70225e+17_12338,neutral
5.69961e+17_6995,neutral
5.69374e+17_2088,negative
5.69739e+17_13713,negative
5.69572e+17_7486,negative
5.69838e+17_1313,negative
5.67718e+17_11872,negative
5.69601e+17_9959,negative
5.69212e+17_228,negative
5.68487e+17_8327,neutral
5.68308e+17_6070,positive
5.67905e+17_8719,neutral
5.68813e+17_10868,negative
5.68574e+17_3241,negative
5.6955e+17_7517,negative
5.68983e+17_7917,positive
5.68878e+17_10785,negative
5.6888e+17_2832,negative
5.68093e+17_6254,neutral
5.69382e+17_7663,negative
5.68839e+17_10832,positive
5.69758e+17_9647,negative
5.6881e+17_2976,negative
5.69633e+17_9867,negative
5.69619e+17_9913,negative
5.68561e+17_8244,positive
5.69973e+17_12961,negative
5.68158e+17_3743,negative
5.69923e+17_13166,negative
5.69548e+17_10073,negative
5.69972e+17_9346,negative
5.69935e+17_9447,negative
5.70289e+17_4360,negative
5.69672e+17_14065,negative
5.67877e+17_4008,neutral
5.69548e+17_10072,negative
5.70011e+17_12812,negative
5.69815e+17_1336,positive
5.68662e+17_321,negative
5.67782e+17_4199,negative
5.67841e+17_11665,negative
5.67823e+17_6483,negative
5.6846e+17_11170,negative
5.70092e+17_12603,positive
5.70227e+17_6824,positive
5.69682e+17_9751,negative
5.69652e+17_14214,negative
5.69809e+17_1343,positive
5.69841e+17_13528,negative
5.69929e+17_1093,positive
5.68926e+17_268,neutral
5.68428e+17_6032,neutral
5.70009e+17_9282,negative
5.69149e+17_2513,negative
5.68983e+17_7916,negative
5.69666e+17_14106,negative
5.70188e+17_686,negative
5.69545e+17_1868,negative
5.70163e+17_12486,neutral
5.69275e+17_2290,negative
5.68112e+17_11442,negative
5.68218e+17_8474,neutral
5.68531e+17_5874,positive
5.70052e+17_851,negative
5.69769e+17_13657,negative
5.68373e+17_11244,negative
5.70239e+17_12304,negative
5.68471e+17_8341,neutral
5.68816e+17_2958,neutral
5.69587e+17_4978,negative
5.69665e+17_1561,negative
5.69654e+17_1589,neutral
5.69392e+17_2070,positive
5.69341e+17_7699,negative
5.69645e+17_7364,negative
5.68917e+17_2760,negative
5.68798e+17_8095,positive
5.68591e+17_5793,positive
5.68599e+17_11033,positive
5.70051e+17_855,negative
5.69189e+17_5327,neutral
5.68794e+17_5704,neutral
5.67766e+17_4230,negative
5.68213e+17_8485,negative
5.69255e+17_5216,negative
5.69374e+17_2090,neutral
5.69003e+17_10656,negative
5.69866e+17_13426,negative
5.70157e+17_9139,negative
5.69204e+17_2442,negative
5.69976e+17_9340,positive
5.70292e+17_6765,neutral
5.69616e+17_1726,negative
5.67849e+17_4053,positive
5.69881e+17_4747,negative
5.6985e+17_1293,negative
5.69126e+17_2530,negative
5.69673e+17_14054,negative
5.67857e+17_8771,negative
5.67869e+17_6422,neutral
5.70298e+17_521,positive
5.68884e+17_10777,negative
5.6926e+17_5204,negative
5.69561e+17_1840,positive
5.696e+17_12033,positive
5.70084e+17_9174,negative
5.70085e+17_6865,negative
5.6933e+17_2172,negative
5.70202e+17_676,negative
5.69683e+17_13976,negative
5.69706e+17_1473,neutral
5.69493e+17_10199,negative
5.69592e+17_14614,negative
5.69914e+17_13210,positive
5.68353e+17_3510,negative
5.69342e+17_7697,negative
5.70287e+17_6777,negative
5.69204e+17_7836,positive
5.69381e+17_2080,negative
5.69841e+17_1305,negative
5.69905e+17_1175,negative
5.69503e+17_1962,negative
5.69888e+17_1204,negative
5.69213e+17_2427,neutral
5.69935e+17_1081,negative
5.69923e+17_13167,negative
5.69621e+17_9908,negative
5.70086e+17_772,negative
5.69885e+17_13345,negative
5.70012e+17_4566,positive
5.68961e+17_2676,negative
5.69604e+17_4961,positive
5.70083e+17_6867,negative
5.70302e+17_513,negative
5.69004e+17_2608,negative
5.69668e+17_14091,neutral
5.69881e+17_13365,negative
5.6949e+17_7633,negative
5.69596e+17_14580,negative
5.68992e+17_10677,negative
5.6864e+17_10982,negative
5.68863e+17_8019,neutral
5.67881e+17_6399,positive
5.70222e+17_12349,negative
5.69311e+17_5143,negative
5.68724e+17_8144,neutral
5.69932e+17_9450,negative
5.69997e+17_944,negative
5.69865e+17_13430,negative
5.69963e+17_13003,neutral
5.69666e+17_7335,negative
5.6844e+17_8361,neutral
5.69968e+17_4642,neutral
5.69247e+17_5230,negative
5.69879e+17_13376,negative
5.70241e+17_12295,negative
5.68819e+17_2946,negative
5.69008e+17_5444,neutral
5.69218e+17_10535,negative
5.69617e+17_4946,positive
5.6894e+17_10722,negative
5.69689e+17_13937,negative
5.69934e+17_13126,negative
5.69603e+17_14535,negative
5.67985e+17_3914,negative
5.70033e+17_12765,positive
5.70075e+17_9194,negative
5.68764e+17_5739,negative
5.70042e+17_12735,positive
5.6984e+17_1307,negative
5.69668e+17_4890,negative
5.68245e+17_11282,neutral
5.6953e+17_10119,negative
5.69937e+17_7105,neutral
5.70043e+17_12732,negative
5.69059e+17_2565,positive
5.70041e+17_12738,negative
5.70144e+17_714,negative
5.69924e+17_7157,negative
5.6786e+17_8770,neutral
5.69664e+17_9793,neutral
5.69691e+17_13920,negative
5.68776e+17_316,negative
5.67852e+17_8780,neutral
5.68935e+17_2720,negative
5.69862e+17_7232,neutral
5.68798e+17_5701,negative
5.70125e+17_12527,neutral
5.69682e+17_1526,negative
5.70013e+17_921,neutral
5.69632e+17_1661,negative
5.69264e+17_10476,negative
5.67735e+17_8932,neutral
5.67872e+17_8756,negative
5.68126e+17_6211,neutral
5.69924e+17_7168,positive
5.7028e+17_12134,positive
5.69921e+17_7174,negative
5.68475e+17_8335,negative
5.69418e+17_10271,negative
5.69642e+17_14292,positive
5.69888e+17_13332,negative
5.69936e+17_7107,neutral
5.69306e+17_2230,neutral
5.69927e+17_13154,negative
5.6973e+17_7257,negative
5.6843e+17_8390,negative
5.69649e+17_9833,negative
5.69658e+17_4911,neutral
5.68851e+17_8033,positive
5.68549e+17_11062,positive
5.69116e+17_10623,negative
5.67735e+17_4280,positive
5.67803e+17_4154,neutral
5.68474e+17_11155,negative
5.68502e+17_3356,negative
5.69613e+17_4950,negative
5.6969e+17_13929,negative
5.70261e+17_12215,neutral
5.69612e+17_14462,negative
5.70273e+17_12159,positive
5.69969e+17_9368,negative
5.69535e+17_5017,neutral
5.67885e+17_11608,neutral
5.69855e+17_13472,positive
5.68793e+17_312,neutral
5.70274e+17_4390,neutral
5.69588e+17_9991,negative
5.70039e+17_883,negative
5.68228e+17_8468,neutral
5.68135e+17_6200,negative
5.68997e+17_10665,negative
5.67778e+17_6563,positive
5.70039e+17_12747,negative
5.688e+17_5697,positive
5.67794e+17_8861,positive
5.69905e+17_13254,negative
5.69606e+17_9942,negative
5.69943e+17_74,positive
5.69966e+17_6984,neutral
5.68799e+17_8092,positive
5.69905e+17_1176,neutral
5.69297e+17_2249,neutral
5.68431e+17_3453,negative
5.69475e+17_2011,neutral
5.68647e+17_10975,neutral
5.70286e+17_9015,negative
5.68451e+17_11184,neutral
5.70283e+17_4373,negative
5.69697e+17_13881,negative
5.6844e+17_11199,negative
5.70003e+17_12835,negative
5.69647e+17_9837,negative
5.6896e+17_2677,negative
5.70109e+17_9152,negative
5.69568e+17_1825,negative
5.70051e+17_12712,neutral
5.69034e+17_2575,negative
5.67782e+17_8872,neutral
5.70049e+17_862,negative
5.69902e+17_1185,neutral
5.69586e+17_1786,negative
5.69224e+17_7827,positive
5.68239e+17_3602,positive
5.68802e+17_5695,neutral
5.69618e+17_1714,negative
5.68861e+17_8023,negative
5.70235e+17_638,negative
5.6973e+17_13741,positive
5.689e+17_5552,negative
5.68434e+17_379,positive
5.69929e+17_1096,negative
5.69592e+17_14608,negative
5.69903e+17_13257,negative
5.70182e+17_12451,negative
5.70266e+17_4412,negative
5.68783e+17_10920,negative
5.69518e+17_5028,neutral
5.69939e+17_7080,neutral
5.69192e+17_7841,negative
5.69994e+17_950,positive
5.68804e+17_307,positive
5.68801e+17_3010,negative
5.69681e+17_1528,positive
5.69705e+17_13834,negative
5.68194e+17_3670,negative
5.68556e+17_3283,positive
5.69961e+17_13012,neutral
5.69624e+17_9894,negative
5.68172e+17_8552,neutral
5.69598e+17_14571,negative
5.67807e+17_4141,neutral
5.68915e+17_10741,negative
5.69928e+17_13151,positive
5.68074e+17_6300,neutral
5.67873e+17_6414,negative
5.69917e+17_13195,negative
5.69609e+17_14481,positive
5.68107e+17_11450,negative
5.6824e+17_8462,positive
5.67807e+17_8840,neutral
5.69929e+17_13148,negative
5.70308e+17_8971,neutral
5.69304e+17_189,positive
5.699e+17_13271,neutral
5.69678e+17_14009,negative
5.68374e+17_11242,negative
5.6884e+17_8045,neutral
5.68065e+17_3869,negative
5.69263e+17_7768,negative
5.70274e+17_4389,negative
5.70055e+17_842,negative
5.68922e+17_10737,negative
5.69365e+17_2111,neutral
5.69605e+17_1750,negative
5.68494e+17_5909,positive
5.68216e+17_11317,negative
5.6949e+17_5052,neutral
5.70079e+17_799,positive
5.68961e+17_7938,negative
5.69614e+17_143,negative
5.68905e+17_10755,positive
5.6988e+17_13372,negative
5.69608e+17_7436,negative
5.69865e+17_13437,negative
5.69788e+17_13631,negative
5.69984e+17_4605,negative
5.67853e+17_4044,negative
5.70084e+17_9172,negative
5.67774e+17_11764,negative
5.68782e+17_315,neutral
5.70057e+17_9219,negative
5.69938e+17_1067,negative
5.69746e+17_13690,negative
5.69767e+17_4785,neutral
5.69921e+17_7173,positive
5.70058e+17_834,positive
5.69929e+17_13149,neutral
5.68531e+17_5870,neutral
5.69496e+17_10188,negative
5.68883e+17_10779,positive
5.6926e+17_2320,negative
5.69651e+17_14223,negative
5.6931e+17_2217,negative
5.70098e+17_4511,positive
5.70013e+17_12810,negative
5.69527e+17_1904,negative
5.69697e+17_9723,negative
5.67847e+17_11656,negative
5.69225e+17_2408,negative
5.69611e+17_14469,neutral
5.69871e+17_13403,negative
5.67902e+17_3965,negative
5.70187e+17_4507,positive
5.70017e+17_9264,negative
5.68899e+17_10763,negative
5.68968e+17_2652,negative
5.69495e+17_1980,positive
5.68966e+17_2659,negative
5.68837e+17_2902,negative
5.69692e+17_13912,negative
5.67804e+17_6519,neutral
5.6886e+17_2858,negative
5.68846e+17_2889,neutral
5.69184e+17_7851,neutral
5.68175e+17_11352,negative
5.69762e+17_1367,negative
5.68899e+17_2791,negative
5.68578e+17_3233,negative
5.68404e+17_8413,negative
5.70263e+17_12209,neutral
5.70282e+17_11962,neutral
5.69558e+17_7505,negative
5.69947e+17_7050,negative
5.68672e+17_3105,negative
5.70187e+17_12441,negative
5.6787e+17_4021,neutral
5.68122e+17_3790,negative
5.69981e+17_12916,negative
5.7001e+17_6932,neutral
5.6996e+17_9385,negative
5.69581e+17_1795,neutral
5.69272e+17_7760,positive
5.69937e+17_7102,neutral
5.68897e+17_7992,neutral
5.68467e+17_3398,neutral
5.68812e+17_10869,positive
5.68596e+17_5791,negative
5.68825e+17_10851,neutral
5.6964e+17_1636,positive
5.6966e+17_14166,negative
5.69732e+17_13732,negative
5.7018e+17_12456,negative
5.68802e+17_5690,neutral
5.68961e+17_7937,positive
5.6924e+17_7793,positive
5.6912e+17_10618,negative
5.68006e+17_11558,negative
5.68425e+17_3459,negative
5.68232e+17_11295,negative
5.68482e+17_11145,negative
5.67857e+17_11640,negative
5.69447e+17_171,neutral
5.69635e+17_4935,neutral
5.67828e+17_4086,negative
5.69175e+17_10569,negative
5.7014e+17_12025,negative
5.69895e+17_7195,negative
5.7024e+17_6809,neutral
5.68639e+17_3146,negative
5.70269e+17_9050,negative
5.68534e+17_3314,negative
5.69643e+17_14275,neutral
5.68095e+17_6251,negative
5.69371e+17_2091,negative
5.68877e+17_2836,neutral
5.67875e+17_8747,negative
5.69868e+17_7226,positive
5.68833e+17_10841,negative
5.67745e+17_4263,negative
5.69716e+17_1445,negative
5.68895e+17_2797,negative
5.68484e+17_5922,positive
5.70302e+17_11904,negative
5.68174e+17_6158,negative
5.69918e+17_13187,negative
5.69928e+17_1100,neutral
5.69298e+17_2248,negative
5.68444e+17_5987,positive
5.6942e+17_2054,negative
5.70039e+17_12746,negative
5.67812e+17_11694,neutral
5.69915e+17_4705,negative
5.70241e+17_12293,positive
5.69887e+17_104,negative
5.69659e+17_1579,negative
5.68944e+17_5502,negative
5.67753e+17_6626,negative
5.68509e+17_8300,neutral
5.69742e+17_13700,negative
5.69875e+17_9563,negative
5.69636e+17_14316,negative
5.6849e+17_359,positive
5.68458e+17_11172,negative
5.6987e+17_7225,negative
5.69928e+17_1101,negative
5.68135e+17_11412,negative
5.69894e+17_9523,negative
5.69755e+17_1371,negative
5.67664e+17_6742,negative
5.69717e+17_1443,negative
5.68097e+17_3825,negative
5.67745e+17_4261,negative
5.68813e+17_2968,negative
5.69923e+17_9462,negative
5.67856e+17_8775,negative
5.69121e+17_7880,positive
5.69704e+17_4811,negative
5.67787e+17_11738,negative
5.69308e+17_10437,negative
5.68965e+17_2665,positive
5.69797e+17_13618,neutral
5.6924e+17_212,positive
5.69118e+17_2536,negative
5.68791e+17_10901,negative
5.69863e+17_13442,positive
5.69281e+17_2275,negative
5.67591e+17_4325,negative
5.67782e+17_11744,negative
5.69674e+17_14045,negative
5.69342e+17_7698,negative
5.69345e+17_7687,neutral
5.68559e+17_3277,negative
5.68177e+17_3712,negative
5.69497e+17_7627,neutral
5.69678e+17_14006,negative
5.68635e+17_8176,negative
5.70209e+17_12384,negative
5.68256e+17_3580,negative
5.67849e+17_11650,negative
5.69949e+17_9403,negative
5.68966e+17_10698,negative
5.67738e+17_6669,negative
5.70004e+17_52,neutral
5.69851e+17_13488,positive
5.70041e+17_876,positive
5.6847e+17_11164,positive
5.70173e+17_6855,negative
5.69353e+17_10362,negative
5.68186e+17_3688,neutral
5.67843e+17_6454,negative
5.67734e+17_11831,negative
5.68105e+17_424,neutral
5.68774e+17_3047,negative
5.6974e+17_13707,negative
5.68754e+17_10961,neutral
5.68542e+17_8272,neutral
5.67865e+17_8764,negative
5.70222e+17_9104,negative
5.7029e+17_6770,negative
5.68155e+17_6179,neutral
5.69986e+17_12902,negative
5.69891e+17_13319,negative
5.70287e+17_12112,negative
5.69374e+17_7666,neutral
5.7028e+17_6783,positive
5.68758e+17_3060,negative
5.68413e+17_6049,neutral
5.69864e+17_13440,neutral
5.68163e+17_11374,negative
5.68815e+17_2960,negative
5.6917e+17_2490,negative
5.70284e+17_12117,negative
5.68501e+17_11105,neutral
5.69686e+17_4841,neutral
5.68526e+17_3326,negative
5.68963e+17_2669,neutral
5.69605e+17_14512,negative
5.70025e+17_41,negative
5.67754e+17_493,positive
5.69356e+17_5088,negative
5.68123e+17_8606,neutral
5.69675e+17_14040,negative
5.70066e+17_12673,negative
5.69704e+17_1481,negative
5.67808e+17_471,neutral
5.689e+17_10762,neutral
5.6936e+17_7673,positive
5.68009e+17_8694,positive
5.67806e+17_477,positive
5.68147e+17_8582,neutral
5.70251e+17_12251,negative
5.67727e+17_6705,neutral
5.69624e+17_9892,negative
5.68205e+17_8501,negative
5.67909e+17_451,positive
5.69869e+17_1243,neutral
5.70065e+17_6883,negative
5.69661e+17_14154,negative
5.69717e+17_1440,negative
5.67729e+17_6701,neutral
5.68898e+17_2793,negative
5.69945e+17_9415,negative
5.69278e+17_10463,negative
5.69658e+17_14182,negative
5.70142e+17_716,positive
5.69504e+17_1961,negative
5.69955e+17_4658,negative
5.68894e+17_7995,negative
5.68424e+17_8401,positive
5.69704e+17_13837,neutral
5.68908e+17_7981,neutral
5.69979e+17_980,negative
5.68171e+17_3718,negative
5.68117e+17_11436,positive
5.69668e+17_7329,neutral
5.6785e+17_4051,negative
5.69075e+17_2563,neutral
5.68444e+17_5988,neutral
5.69617e+17_9920,neutral
5.69915e+17_1145,negative
5.67797e+17_8855,negative
5.69116e+17_5417,negative
5.67811e+17_4135,negative
5.69737e+17_13720,negative
5.68e+17_3909,neutral
5.69271e+17_7761,neutral
5.69335e+17_5116,negative
5.69953e+17_1047,positive
5.69759e+17_9646,negative
5.67677e+17_6741,negative
5.69975e+17_12946,negative
5.68912e+17_5539,neutral
5.69946e+17_7058,negative
5.67823e+17_4100,negative
5.70287e+17_11951,negative
5.69918e+17_13189,negative
5.68259e+17_3577,neutral
5.69952e+17_7023,neutral
5.69894e+17_9521,negative
5.69267e+17_10475,neutral
5.67775e+17_4207,negative
5.70024e+17_4558,positive
5.6817e+17_3721,negative
5.69376e+17_2087,negative
5.69264e+17_5193,negative
5.67801e+17_8851,neutral
5.69685e+17_4842,negative
5.68199e+17_6129,neutral
5.70181e+17_12453,neutral
5.703e+17_8986,negative
5.67729e+17_6699,negative
5.68764e+17_5738,negative
5.69373e+17_5070,negative
5.68927e+17_5521,positive
5.69842e+17_13524,neutral
5.6785e+17_457,negative
5.70137e+17_12511,negative
5.6952e+17_1920,positive
5.69231e+17_7817,positive
5.68458e+17_5961,negative
5.69291e+17_10449,positive
5.70127e+17_721,positive
5.69855e+17_4768,negative
5.68437e+17_8366,negative
5.69233e+17_5251,negative
5.68092e+17_3832,negative
5.69332e+17_2165,negative
5.68184e+17_8534,negative
5.7022e+17_12355,positive
5.69355e+17_10356,neutral
5.69685e+17_13964,negative
5.6979e+17_13627,negative
5.70146e+17_12499,negative
5.69943e+17_7064,positive
5.68858e+17_8028,positive
5.69931e+17_13142,negative
5.68229e+17_11297,positive
5.69245e+17_7787,positive
5.697e+17_9714,positive
5.68084e+17_11471,neutral
5.69992e+17_953,negative
5.69866e+17_13429,negative
5.67734e+17_8935,negative
5.67898e+17_3971,negative
5.67732e+17_8940,positive
5.68945e+17_260,neutral
5.68101e+17_6246,neutral
5.68802e+17_3005,negative
5.69667e+17_14100,negative
5.69598e+17_14566,negative
5.6775e+17_8918,neutral
5.69005e+17_7903,negative
5.69681e+17_13990,negative
5.69623e+17_9901,negative
5.70282e+17_15,negative
5.67765e+17_6595,neutral
5.68081e+17_3851,negative
5.69349e+17_7680,negative
5.69353e+17_10359,negative
5.69759e+17_9639,negative
5.68578e+17_5814,neutral
5.7005e+17_6895,positive
5.68853e+17_8032,neutral
5.69306e+17_2229,neutral
5.68944e+17_5501,positive
5.70052e+17_12710,positive
5.68626e+17_8189,negative
5.69554e+17_1855,positive
5.68157e+17_8573,negative
5.6995e+17_1053,negative
5.6988e+17_9554,negative
5.68506e+17_5894,positive
5.6899e+17_2616,positive
5.68964e+17_10701,negative
5.69257e+17_2333,negative
5.69002e+17_2609,neutral
5.69704e+17_13842,negative
5.68496e+17_5900,negative
5.69649e+17_14236,positive
5.693e+17_2242,neutral
5.679e+17_6379,neutral
5.70252e+17_6799,neutral
5.69924e+17_7164,negative
5.70211e+17_667,negative
5.70048e+17_12717,negative
5.69973e+17_12965,negative
5.68448e+17_5979,negative
5.69746e+17_7251,neutral
5.70222e+17_12351,positive
5.69633e+17_7377,neutral
5.68158e+17_11381,negative
5.68884e+17_5582,neutral
5.7006e+17_830,negative
5.69007e+17_7902,neutral
5.68485e+17_5920,neutral
5.70301e+17_12068,negative
5.68988e+17_5453,neutral
5.69573e+17_158,negative
5.69572e+17_10017,negative
5.68253e+17_3583,negative
5.69697e+17_7280,negative
5.69388e+17_10292,negative
5.70095e+17_12594,negative
5.69881e+17_13361,negative
5.68791e+17_313,positive
5.69192e+17_10550,negative
5.69614e+17_14451,negative
5.69667e+17_9790,negative
5.69902e+17_4720,negative
5.696e+17_147,positive
5.67849e+17_8784,negative
5.69336e+17_10394,negative
5.68711e+17_8146,neutral
5.69891e+17_102,neutral
5.67764e+17_6599,negative
5.68813e+17_10867,negative
5.69947e+17_9409,negative
5.69936e+17_9445,negative
5.7008e+17_791,negative
5.6988e+17_7215,positive
5.67823e+17_11677,negative
5.68222e+17_11307,neutral
5.70249e+17_12259,positive
5.69645e+17_14259,neutral
5.6838e+17_3492,negative
5.69865e+17_13432,negative
5.70287e+17_543,negative
5.69276e+17_7749,positive
5.6931e+17_5146,positive
5.7002e+17_9257,neutral
5.70301e+17_2,neutral
5.70003e+17_12838,negative
5.68863e+17_2854,negative
5.69664e+17_14122,negative
5.67747e+17_11808,negative
